filter_size,conv_block_idx,filter_idx,feature_idx,negative_weight,positive_weight,positive_direction,direction_label
5,2,77,277,-0.009458438493311405,-0.050091180950403214,-0.04063274338841438,negative
5,2,78,278,0.007628106512129307,0.02801128476858139,0.020383179187774658,positive
5,2,79,279,-0.011622252874076366,0.0030123672913759947,0.014634620398283005,positive
5,2,80,280,0.016915226355195045,-0.005329977720975876,-0.02224520407617092,negative
5,2,81,281,-0.004503810312598944,-0.014005109667778015,-0.009501298889517784,negative
5,2,82,282,-0.05829896032810211,-0.022003386169672012,0.0362955741584301,positive
5,2,83,283,-0.012493233196437359,0.008774658665060997,0.02126789093017578,positive
5,2,84,284,-0.006437466945499182,0.007046991493552923,0.013484458439052105,positive
5,2,85,285,-0.015844853594899178,0.04068607836961746,0.05653093010187149,positive
5,2,86,286,0.03565705195069313,0.007263781037181616,-0.028393270447850227,negative
5,2,87,287,-0.030654171481728554,-0.03860742971301079,-0.007953258231282234,negative
5,2,88,288,0.025907831266522408,0.02638455294072628,0.0004767216742038727,positive
5,2,89,289,0.01882738620042801,0.0389663465321064,0.02013896033167839,positive
5,2,90,290,0.037400662899017334,-0.010941850952804089,-0.048342514783144,negative
5,2,91,291,0.0031432502437382936,-0.006974124815315008,-0.010117375291883945,negative
5,2,92,292,-0.013693437911570072,-0.012159228324890137,0.0015342095866799355,positive
5,2,93,293,-0.01949012093245983,0.016753245145082474,0.036243364214897156,positive
5,2,94,294,0.004153019282966852,0.02853376977145672,0.024380750954151154,positive
5,2,95,295,0.038731109350919724,0.0003362442657817155,-0.03839486464858055,negative
5,2,96,296,0.03006966970860958,0.051325999200344086,0.021256329491734505,positive
5,2,97,297,-0.006527525372803211,-0.038971565663814545,-0.03244404122233391,negative
5,2,98,298,0.01721835508942604,0.004424501676112413,-0.012793853878974915,negative
5,2,99,299,-0.012685546651482582,-0.05254363268613815,-0.03985808789730072,negative
